Gene,TSS,Phenotype,P Value,Gene Score,Hit Class,External
EFNB2,EFNB2,0.324540691,0.227536425,0.208663135,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EFNB2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNB2)
SLC29A1,SLC29A1_P1,1.320070732,0.695091064,0.208516122,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC29A1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A1)
OPRM1,OPRM1,0.561996163,0.426017054,0.208260613,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OPRM1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1)
PPP2R5A,PPP2R5A,-0.405289969,0.306992314,-0.207862079,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP2R5A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R5A)
TF,TF_P2,1.472473053,0.722649246,0.207725375,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TF+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF)
PTPN18,PTPN18_P1,-0.131022813,0.026068055,-0.207525903,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTPN18+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN18)
CNKSR1,CNKSR1,-1.663452194,0.750572018,-0.207278836,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CNKSR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNKSR1)
SERPINA1,SERPINA1_P2,-1.818701969,0.769373037,-0.207082931,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SERPINA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1)
INPP4B,INPP4B_P2,0.808854763,0.55554171,0.206487136,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=INPP4B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP4B)
SLC22A8,SLC22A8,-0.173425898,0.064505161,-0.206447149,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC22A8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A8)
CRYZ,CRYZ,0.537542201,0.41343714,0.206196088,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CRYZ+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYZ)
CAST,CAST_P1,-0.258958462,0.160244368,-0.205928229,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CAST+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAST)
SLC6A9,SLC6A9,0.249061385,0.149504088,0.20556205,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC6A9+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A9)
CACNA1B,CACNA1B,-0.84786197,0.572219106,-0.20555366,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CACNA1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1B)
SELP,SELP,1.093591034,0.650058572,0.20455348,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SELP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELP)
MTHFD2,MTHFD2_P2,0.277227204,0.183459029,0.204166999,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MTHFD2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD2)
GPRC5A,GPRC5A_P1,-0.410211273,0.318830865,-0.203645138,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GPRC5A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRC5A)
OBSCN,OBSCN,-1.533404561,0.736567148,-0.203617196,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OBSCN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBSCN)
DUSP19,DUSP19,0.441900086,0.346545737,0.203379848,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DUSP19+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP19)
INPP5K,INPP5K,-0.146182599,0.040737376,-0.203194829,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=INPP5K+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5K)
MAP3K4,MAP3K4,-0.590610526,0.453277485,-0.202954952,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP3K4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K4)
PDXP,PDXP,-0.418780873,0.327903364,-0.202796367,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDXP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXP)
CA5B,CA5B,-0.930525287,0.606269267,-0.202235198,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CA5B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA5B)
GNPDA1,GNPDA1,-0.428089573,0.337141719,-0.202138547,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GNPDA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPDA1)
TAF1,TAF1,1.376002851,0.713421039,0.201796442,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TAF1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1)
GRM2,GRM2,-0.831265749,0.572219106,-0.201530111,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRM2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM2)
ENPP3,ENPP3_P2,-0.769121166,0.547292962,-0.201340644,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ENPP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP3)
CSNK1G3,CSNK1G3,0.221523893,0.123549193,0.201179158,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CSNK1G3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1G3)
PDHB,PDHB,0.61571642,0.472079593,0.200714177,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDHB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHB)
RCVRN,RCVRN,0.827704614,0.572219106,0.200666758,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RCVRN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCVRN)
PTPRD,PTPRD_ENST00000381196.4,-0.129757078,0.028657859,-0.200183544,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTPRD+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRD)
FPR1,FPR1,-1.7570477,0.769373037,-0.200062789,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FPR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FPR1)
SCN11A,"SCN11A_ENST00000302328.3,ENST00000450244.1",0.598074196,0.464507636,0.199162979,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCN11A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN11A)
DBI,DBI_P1,-0.209785409,0.1133637,-0.198357556,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DBI+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBI)
NT5C,NT5C,-1.824131745,0.778825426,-0.198027521,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NT5C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5C)
TUBB3,TUBB3_P1,0.58104032,0.457003744,0.197600333,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TUBB3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB3)
CTSV,CTSV,0.41028391,0.330964395,0.197026016,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CTSV+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSV)
CKM,CKM_P1,-0.270584353,0.187558965,-0.19667753,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CKM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKM)
PDXDC1,PDXDC1,0.527178416,0.424091898,0.19639506,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDXDC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXDC1)
PFN1,PFN1,0.178724923,0.080133544,0.195915696,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PFN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN1)
GK,GK,-0.839348664,0.584881217,-0.195511436,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GK)
ASPA,ASPA,0.51859792,0.420522594,0.195102069,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ASPA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPA)
NADK,NADK_P2,-0.744935967,0.547292962,-0.195009439,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NADK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NADK)
SCLY,"SCLY_ENST00000254663.6,ENST00000555827.1",0.69168786,0.522916179,0.194757113,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCLY+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCLY)
LY96,LY96,-0.502470216,0.409921083,-0.194606586,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LY96+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY96)
CIB3,CIB3_ENST00000269878.4,-0.571306682,0.457003744,-0.194290115,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CIB3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB3)
CAMK1G,CAMK1G_P1,-0.548018578,0.44220221,-0.194206326,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CAMK1G+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK1G)
STMN4,STMN4,-1.557201137,0.750572018,-0.194039144,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STMN4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STMN4)
ALDH3B1,ALDH3B1,-0.374363867,0.304078759,-0.193551329,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALDH3B1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH3B1)
ADAM33,ADAM33,0.84227239,0.589130679,0.193544392,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ADAM33+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM33)
ESRRG,"ESRRG_ENST00000361395.2,ENST00000366938.2,ENST00000487276.1",0.712306476,0.535034568,0.193475373,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ESRRG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESRRG)
ICK,ICK,0.14380548,0.045178855,0.193427687,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ICK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICK)
GSTK1,GSTK1,-0.719942665,0.539105271,-0.193179639,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GSTK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTK1)
CDK2,CDK2,1.102187874,0.667929985,0.193179432,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2)
TSTA3,TSTA3,0.968025237,0.632386216,0.192654064,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TSTA3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSTA3)
STK39,STK39,1.418115381,0.731917975,0.192207937,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STK39+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK39)
CEACAM1,CEACAM1_P2,-0.227487566,0.144344246,-0.191226167,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CEACAM1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM1)
FTCD,FTCD_P1,-0.561863593,0.457003744,-0.191078707,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FTCD+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTCD)
UBA1,UBA1_P2,0.67830592,0.522916179,0.190989188,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=UBA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA1)
SYNC,SYNC,-1.498986333,0.745894328,-0.19085498,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SYNC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNC)
DYRK4,DYRK4,0.693741731,0.530979422,0.190725079,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DYRK4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK4)
HNF4G,HNF4G_P1,-1.204356614,0.695091064,-0.190238117,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HNF4G+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF4G)
SAA1,SAA1,0.90058889,0.614921351,0.190186747,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SAA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA1)
B4GALT4,B4GALT4,0.86110045,0.601963743,0.189812085,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=B4GALT4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT4)
MAGI3,MAGI3,-0.733382719,0.551409754,-0.189598175,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAGI3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI3)
S100A13,S100A13,0.411533301,0.346545737,0.189403856,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=S100A13+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A13)
BMPR1B,BMPR1B,0.247034754,0.171557926,0.189127143,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BMPR1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMPR1B)
ITPKA,ITPKA,-0.542792195,0.449568436,-0.188459723,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ITPKA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPKA)
HLA-DQA2,HLA-DQA2,0.559179581,0.460747149,0.188184811,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HLA-DQA2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA2)
FGB,FGB,0.668207265,0.522916179,0.18814573,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FGB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGB)
SDHA,SDHA,-1.12113034,0.681458914,-0.186735832,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SDHA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHA)
DCLK2,DCLK2,0.921699634,0.628000226,0.186220378,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DCLK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLK2)
IKBKE,IKBKE,0.475709964,0.406422864,0.186012999,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IKBKE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKE)
PDE9A,PDE9A,-0.457352246,0.392609192,-0.185703094,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDE9A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE9A)
GRIK3,GRIK3,1.023783022,0.658969936,0.185442322,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRIK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK3)
ADC,ADC,-2.82668054,0.860359107,-0.184639451,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ADC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADC)
DPEP1,DPEP1_P2,-0.253232683,0.187753353,-0.183951335,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DPEP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPEP1)
IKBKG,IKBKG,0.218680071,0.144344246,0.183822582,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IKBKG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKG)
C4A,C4A_ENST00000428956.2,0.54030067,0.457003744,0.183745583,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C4A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4A)
C4B,C4B_ENST00000435363.2,0.54030067,0.457003744,0.183745583,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C4B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B)
MAPK15,MAPK15,-0.338262223,0.286984046,-0.183386241,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAPK15+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK15)
MTAP,MTAP,-0.170934378,0.085044942,-0.182959869,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MTAP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTAP)
LIPJ,LIPJ,0.625557209,0.510940302,0.182431148,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LIPJ+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPJ)
KCNK6,KCNK6,0.289737475,0.234750023,0.182359131,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNK6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK6)
PIP4K2C,PIP4K2C,-6.099089243,0.933589838,-0.182020513,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PIP4K2C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2C)
ESD,ESD,0.936881212,0.641196976,0.18082607,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ESD+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESD)
GNE,GNE,-0.657238759,0.530979422,-0.180689598,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GNE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNE)
NCOA5,NCOA5,1.360548882,0.736567148,0.180664096,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NCOA5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA5)
RBP3,RBP3,0.354927453,0.309924299,0.180567344,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RBP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP3)
ACY3,ACY3_P1,0.457245102,0.402942526,0.180500657,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACY3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACY3)
CDKN2C,CDKN2C_P2,0.672565612,0.539105271,0.180467124,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDKN2C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2C)
TUBB1,TUBB1,1.253769376,0.718030001,0.180364014,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TUBB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB1)
APOH,APOH_P2,-0.15820437,0.072953827,-0.179870762,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=APOH+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOH)
GPX8,GPX8,1.296243283,0.727278623,0.17926938,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GPX8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX8)
LHCGR,LHCGR,0.635935523,0.522916179,0.179059043,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LHCGR+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHCGR)
ACAD8,ACAD8,0.529230468,0.460747149,0.178105816,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACAD8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD8)
TGM2,TGM2,0.24337737,0.18550062,0.178068181,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TGM2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM2)
MST1R,MST1R,1.087887047,0.685991686,0.1780666,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MST1R+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1R)
CA12,CA12,0.170932563,0.091375441,0.17762808,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CA12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA12)
CHIT1,CHIT1,0.933176617,0.645621486,0.17732411,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CHIT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHIT1)
PRKACA,PRKACA,-0.245220592,0.189634121,-0.177069747,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRKACA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACA)
DHFRL1,DHFRL1,-0.416276638,0.375748056,-0.176960555,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DHFRL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFRL1)
ESRRG,"ESRRG_ENST00000366940.2,ENST00000493603.1",0.328837297,0.289787187,0.176888429,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ESRRG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESRRG)
TRIO,TRIO,-1.205754913,0.713421039,-0.176828886,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRIO+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIO)
HK3,HK3,0.834412835,0.614921351,0.176211659,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK3)
CA7,CA7,0.745749529,0.580646059,0.176062901,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CA7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA7)
XYLB,XYLB,-1.473230315,0.759954799,-0.175627083,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=XYLB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=XYLB)
GNMT,GNMT,1.195567277,0.713421039,0.175334828,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GNMT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNMT)
CTSS,CTSS,0.355744643,0.321836596,0.17515606,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CTSS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSS)
S100P,S100P,-0.483794698,0.434905535,-0.174942613,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=S100P+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100P)
SGK494,SGK494,0.532076109,0.472079593,0.17344871,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SGK494+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK494)
GPX1,GPX1,-1.362239556,0.745894328,-0.173444012,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GPX1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX1)
RARRES1,RARRES1,0.397118068,0.365849397,0.17342053,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RARRES1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARRES1)
PRKAG2,PRKAG2_ENST00000287878.4,0.941693552,0.6545081,0.173351633,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRKAG2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAG2)
PPT1,PPT1,0.972734066,0.663443944,0.173337092,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPT1)
GNAT1,GNAT1_P2,2.027588475,0.821748016,0.172874902,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GNAT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAT1)
CMAS,CMAS,-0.703037726,0.568027531,-0.172687589,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CMAS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMAS)
